train_loss,val_loss,train_acc,val_acc
0.8459268089190366,0.7151879774709925,0.645205212993581,0.7005253940455342
0.6889149523899032,0.659297106040547,0.725734292939117,0.7635726795096323
0.6351489664353046,0.5543860649060451,0.7496595992997471,0.7845884413309983
0.60271322816477,0.9604522191288175,0.7663878622836025,0.6042031523642732
0.5084984600543976,0.9023707807585989,0.8074304609998055,0.6567425569176882
0.48993859697909375,0.7684302488684446,0.8165726512351682,0.7302977232924693
0.46640379578193975,0.6095295251459666,0.8286325617584127,0.7530647985989493
0.3803220538806878,0.30135803684044216,0.8617000583544058,0.8896672504378283
0.3592622281512127,0.29607226024993455,0.8648122933281462,0.8879159369527145
0.35267571738851,0.29337473341546,0.8671464695584516,0.8861646234676007
0.3482434494651679,0.3337241299254673,0.8725928807624975,0.8844133099824869
0.3264646048943279,0.2611470703694532,0.8774557479089671,0.8984238178633975
0.32890274441328016,0.2899397306809701,0.8788173507099786,0.8844133099824869
0.3293983424783472,0.27919067752966736,0.8819295856837192,0.8896672504378283
0.3195920585136751,0.24734980191533076,0.8786228360241198,0.9089316987740805
0.31432903381642424,0.2550208638250932,0.8850418206574596,0.9054290718038529
0.2968603950069934,0.2619864605301942,0.8895156584322116,0.8984238178633975
0.305278795461343,0.26321249615707665,0.8858198794008948,0.9106830122591943
0.30931039932775395,0.24972147010462506,0.8840692472281657,0.9054290718038529
0.3061001417244299,0.2567520260080147,0.8889321143746353,0.9036777583187391
0.3084425660880292,0.2582418775861192,0.883874732542307,0.9124343257443083
0.3043243327369905,0.2439926386714608,0.8893211437463528,0.9106830122591943
0.2887876968547496,0.25098423839868056,0.8920443493483758,0.9001751313485113
0.3004251937879196,0.2481910420904644,0.8830966737988718,0.9054290718038529
0.2940887549964168,0.2538587960908793,0.8943785255786811,0.9124343257443083
0.31100712454265667,0.25955662227866944,0.8834857031705894,0.9001751313485113
0.2859192185221282,0.24601998231039365,0.8947675549503987,0.9141856392294221
0.30692717262544283,0.25235157891873095,0.8893211437463528,0.9089316987740805
0.29551903920585465,0.26243923168675076,0.891849834662517,0.9019264448336253
0.297836227567482,0.25157905645316203,0.8891266290604941,0.9141856392294221
0.29842987225587164,0.2561110113005296,0.8949620696362576,0.9124343257443083
0.30984885982793725,0.2513029678429488,0.8860143940867535,0.9106830122591943
0.30368596762911493,0.24821658022766982,0.8840692472281657,0.9211908931698775
0.30039473457968063,0.2510408294597566,0.890099202489788,0.9194395796847635
0.2990843836342029,0.2606832851670461,0.8910717759190819,0.9019264448336253
0.30463971393253525,0.2593633498598523,0.8891266290604941,0.9019264448336253
0.2904823600196625,0.24829745344856782,0.891849834662517,0.9089316987740805
0.3048454760821082,0.24904530787687168,0.8877650262594826,0.9071803852889667
0.2982168389048425,0.2518549964693089,0.884652791285742,0.9019264448336253
0.3012304068295739,0.23397668457594936,0.8867924528301887,0.9211908931698775
0.3064858955609221,0.23745318767068266,0.8840692472281657,0.9124343257443083
0.3035796465715576,0.252709415273157,0.8889321143746353,0.9106830122591943
0.3105116279133098,0.24166965468961177,0.8852363353433185,0.9176882661996497
0.30009546405527987,0.24470137025762984,0.8912662906049407,0.9264448336252189
0.30595866779285374,0.26531095475271577,0.8819295856837192,0.9036777583187391
0.29299449568197344,0.24952518616374028,0.8916553199766583,0.9106830122591943
0.2961882148311194,0.25240912908221713,0.8891266290604941,0.9159369527145359
0.3027306499386826,0.24208022797587875,0.8877650262594826,0.9194395796847635
0.3052947365908371,0.2574967301847012,0.8865979381443299,0.9089316987740805
0.29871717191605085,0.2363529649225509,0.8902937171756468,0.9071803852889667
0.3017113426563643,0.24294917003599023,0.8885430850029177,0.9106830122591943
0.28594480301011654,0.2495733335640301,0.891849834662517,0.9036777583187391
0.30578987066487445,0.25961826008380817,0.8887375996887765,0.9089316987740805
0.29795298349576754,0.25527758335273865,0.8908772612332231,0.9019264448336253
0.3043732871789687,0.2541617779827786,0.8860143940867535,0.9071803852889667
0.3115338567101614,0.25370462471048383,0.885625364715036,0.9106830122591943
0.3037606415303851,0.26305079804619225,0.8906827465473643,0.9054290718038529
0.31202553046848774,0.25218465279676866,0.883874732542307,0.9036777583187391
0.3015359467081327,0.2646326547955047,0.8895156584322116,0.8966725043782837
0.2905301494986555,0.2629841966668695,0.8928224080918109,0.9054290718038529
0.3014894310856719,0.2586717321659763,0.8893211437463528,0.9141856392294221
0.3038013173295143,0.24551538460204564,0.8885430850029177,0.9141856392294221
0.2946460472832531,0.23550569776269475,0.8887375996887765,0.9106830122591943
0.3018283201368883,0.2516394508072875,0.8897101731180704,0.9071803852889667
0.294931238789986,0.2463247138230479,0.8947675549503987,0.9141856392294221
0.3075980055114217,0.25601971337340135,0.890099202489788,0.8984238178633975
0.2924765249943599,0.24472913472226537,0.8914608052907994,0.9106830122591943
0.30175594076806994,0.24837372865651827,0.890099202489788,0.9124343257443083
