train_loss,val_loss,train_acc,val_acc
0.7404247692321855,0.879751598354814,0.7027815600077806,0.6392294220665499
0.5723210291694607,0.996990249578673,0.7838941840108928,0.5656742556917689
0.4744605206893683,0.5563898488957494,0.81949037152305,0.7810858143607706
0.436881584002104,0.8198121304896165,0.8389418401089282,0.723292469352014
0.3784190233846834,0.7734229224367025,0.8578097646372301,0.7092819614711033
0.3341706235152324,0.3688508891834895,0.8760941451079557,0.8809106830122592
0.3189471007216605,0.5500021667175661,0.8840692472281657,0.7933450087565674
0.24236083855032572,0.20243372740762247,0.9095506710756662,0.9316987740805605
0.20723433543030703,0.19685949030252348,0.9325034040070025,0.9299474605954466
0.20652683799228788,0.18983593512646163,0.9284185956039681,0.9387040280210157
0.19156608461429347,0.18020929373970382,0.9319198599494262,0.9369527145359019
0.17670575510931488,0.1694042989217567,0.9412565648706477,0.9387040280210157
0.1814461861155743,0.16393332217286638,0.9346430655514492,0.9492119089316988
0.1634087635226297,0.17399934595760655,0.9437852557868119,0.9422066549912435
0.16190451669382275,0.1526994983781449,0.9430071970433768,0.9492119089316988
0.15703603223276333,0.1632367273606686,0.9455358879595409,0.9457092819614711
0.1565253857093501,0.15511894716690383,0.9465084613888348,0.9509632224168126
0.15445055701440003,0.14941558012846473,0.9484536082474226,0.9562171628721541
0.15390018722561635,0.155662663241819,0.9478700641898463,0.9509632224168126
0.14439646610720244,0.15172290287898843,0.9525384166504571,0.9457092819614711
0.14642285097783883,0.1427643975526773,0.950787784477728,0.9562171628721541
0.1466489502820633,0.14987764832434847,0.9502042404201517,0.9439579684763573
0.14370087731721637,0.1495540813003029,0.9521493872787395,0.9474605954465849
0.14015608539008093,0.1477985495208859,0.950787784477728,0.9474605954465849
0.1416773220904257,0.14187778458129713,0.9540945341373274,0.9544658493870403
0.14708747369112427,0.1513141163489447,0.9503987551060105,0.9509632224168126
0.14806391874991648,0.14346079507454473,0.9482590935615639,0.9474605954465849
